order_id,customer_id,order_date,channel,payment_method,region,items_ordered,primary_category,gross_revenue,discount_pct,discount_amount,shipping_cost,product_cost,platform_fee,transaction_fee,returned,refund_amount,net_revenue,total_costs,profit
ORD-000900,C-0541,2024-12-05,Website,Credit Card,West Coast,1,Clothing,64.56,5,3.23,4.86,32.67,0,2.08,No,0,61.33,39.61,21.72
ORD-000901,C-0046,2025-07-13,Mobile App,Credit Card,Southeast,1,Sports,19.26,15,2.89,5.26,7.33,0,0.77,Yes,16.37,0.0,13.36,-13.36
ORD-000902,C-0555,2025-11-26,Website,Credit Card,Southeast,2,Toys,184.13,15,27.62,22.28,56.37,0,4.84,No,0,156.51,83.49,73.02
ORD-000903,C-0414,2024-12-08,Mobile App,Debit Card,Northeast,3,Food & Beverage,217.53,25,54.38,47.76,78.54,0,5.03,No,0,163.15,131.33,31.82
ORD-000904,C-0266,2025-10-10,Mobile App,Credit Card,Southeast,1,Toys,114.58,0,0.0,26.36,41.44,0,3.62,No,0,114.58,71.42,43.16
ORD-000905,C-0781,2024-12-11,Mobile App,Debit Card,Southwest,1,Food & Beverage,345.27,0,0.0,24.66,101.85,0,10.31,Yes,345.27,0.0,136.82,-136.82
ORD-000906,C-0367,2024-03-11,Marketplace,PayPal,Southwest,1,Beauty,47.32,10,4.73,9.1,20.94,6.39,1.54,Yes,42.59,0.0,37.97,-37.97
ORD-000907,C-0126,2025-11-02,Mobile App,Credit Card,Southwest,2,Electronics,244.37,5,12.22,19.16,79.48,0,7.03,Yes,232.15,0.0,105.67,-105.67
ORD-000908,C-0037,2024-06-29,Social Commerce,Debit Card,Northeast,3,Beauty,150.43,5,7.52,30.72,80.0,11.43,4.44,No,0,142.91,126.59,16.32
ORD-000909,C-0488,2024-10-21,Website,PayPal,Southwest,1,Clothing,27.32,5,1.37,21.24,9.38,0,1.05,No,0,25.95,31.67,-5.72
ORD-000910,C-0287,2024-03-13,Mobile App,Debit Card,Midwest,3,Clothing,218.79,10,21.88,19.38,74.0,0,6.01,No,0,196.91,99.39,97.52
ORD-000911,C-0198,2025-01-14,Website,Credit Card,West Coast,1,Clothing,40.89,10,4.09,15.1,16.21,0,1.37,No,0,36.8,32.68,4.12
ORD-000912,C-0170,2025-02-27,Marketplace,Credit Card,Southwest,2,Books,36.87,0,0.0,16.36,16.16,5.53,1.37,No,0,36.87,39.42,-2.55
ORD-000913,C-0087,2025-04-16,Social Commerce,Credit Card,Southwest,1,Sports,19.26,25,4.82,5.26,7.33,1.16,0.72,No,0,14.44,14.47,-0.03
ORD-000914,C-0495,2024-01-28,Website,Credit Card,Southwest,3,Electronics,222.43,0,0.0,49.82,91.05,0,6.75,No,0,222.43,147.62,74.81
ORD-000915,C-0666,2025-11-19,Social Commerce,Credit Card,Southwest,2,Clothing,178.24,10,17.82,25.48,59.17,12.83,4.95,No,0,160.42,102.43,57.99
ORD-000916,C-0554,2025-06-16,Marketplace,PayPal,Midwest,2,Food & Beverage,116.6,10,11.66,30.18,75.82,15.74,3.34,No,0,104.94,125.08,-20.14
ORD-000917,C-0690,2025-05-29,Website,Credit Card,Southeast,2,Books,124.02,0,0.0,38.72,49.9,0,3.9,No,0,124.02,92.52,31.5
ORD-000918,C-0395,2025-10-07,Social Commerce,Credit Card,West Coast,3,Electronics,254.34,10,25.43,60.82,119.59,18.31,6.94,No,0,228.91,205.66,23.25
ORD-000919,C-0352,2024-11-24,Marketplace,Credit Card,West Coast,3,Books,168.0,0,0.0,61.56,61.98,25.2,5.17,No,0,168.0,153.91,14.09
ORD-000920,C-0666,2025-07-25,Marketplace,Credit Card,West Coast,1,Books,11.04,10,1.1,15.64,6.76,1.49,0.59,No,0,9.94,24.48,-14.54
ORD-000921,C-0675,2025-12-04,Website,Debit Card,Northeast,2,Food & Beverage,146.66,0,0.0,15.48,45.06,0,4.55,No,0,146.66,65.09,81.57
ORD-000922,C-0677,2024-05-11,Website,Credit Card,Southwest,2,Home & Kitchen,76.03,10,7.6,26.04,33.65,0,2.28,No,0,68.43,61.97,6.46
ORD-000923,C-0720,2025-08-05,Mobile App,PayPal,Southeast,2,Toys,79.33,15,11.9,22.68,36.65,0,2.26,No,0,67.43,61.59,5.84
ORD-000924,C-0693,2025-01-12,Website,Credit Card,Midwest,5,Beauty,239.79,5,11.99,35.32,95.59,0,6.91,No,0,227.8,137.82,89.98
ORD-000925,C-0175,2025-04-22,Social Commerce,PayPal,Southwest,1,Clothing,59.15,0,0.0,9.98,19.36,4.73,2.02,No,0,59.15,36.09,23.06
ORD-000926,C-0163,2025-01-15,Website,PayPal,Southeast,2,Sports,131.44,0,0.0,22.28,55.67,0,4.11,No,0,131.44,82.06,49.38
ORD-000927,C-0629,2025-08-02,Marketplace,Credit Card,Southeast,1,Food & Beverage,106.92,0,0.0,39.54,31.32,16.04,3.4,No,0,106.92,90.3,16.62
ORD-000928,C-0077,2024-10-06,Marketplace,Credit Card,Midwest,1,Sports,69.38,15,10.41,14.3,27.03,8.85,2.01,No,0,58.97,52.19,6.78
ORD-000929,C-0066,2025-08-01,Mobile App,Credit Card,Southwest,2,Sports,217.38,0,0.0,8.6,76.37,0,6.6,No,0,217.38,91.57,125.81
ORD-000930,C-0772,2025-01-24,Mobile App,PayPal,Southeast,3,Electronics,338.0,5,16.9,33.14,117.26,0,9.61,No,0,321.1,160.01,161.09
ORD-000931,C-0665,2024-08-16,Website,PayPal,Northeast,3,Books,99.77,0,0.0,44.88,47.99,0,3.19,No,0,99.77,96.06,3.71
ORD-000932,C-0156,2025-06-28,Marketplace,Debit Card,Northeast,2,Clothing,102.88,15,15.43,25.78,42.07,13.12,2.84,No,0,87.45,83.81,3.64
ORD-000933,C-0165,2025-02-15,Mobile App,Buy Now Pay Later,Southwest,1,Books,33.6,20,6.72,8.28,16.5,0,1.08,No,0,26.88,25.86,1.02
ORD-000934,C-0589,2024-02-05,Website,PayPal,Southeast,1,Sports,29.59,15,4.44,4.7,12.42,0,1.03,No,0,25.15,18.15,7.0
ORD-000935,C-0133,2025-02-27,Website,Debit Card,West Coast,1,Toys,69.12,10,6.91,9.1,20.88,0,2.1,No,0,62.21,32.08,30.13
ORD-000936,C-0257,2024-11-01,Social Commerce,Debit Card,West Coast,1,Books,33.6,0,0.0,8.28,16.5,2.69,1.27,No,0,33.6,28.74,4.86
ORD-000937,C-0617,2025-07-27,Mobile App,Gift Card,Southwest,3,Electronics,127.74,0,0.0,24.82,57.35,0,4.0,No,0,127.74,86.17,41.57
ORD-000938,C-0573,2025-12-23,Marketplace,Credit Card,Midwest,1,Electronics,68.98,20,13.8,14.54,25.39,8.28,1.9,No,0,55.18,50.11,5.07
ORD-000939,C-0580,2025-01-18,Social Commerce,Credit Card,West Coast,1,Clothing,7.77,0,0.0,4.7,4.58,0.62,0.53,No,0,7.77,10.43,-2.66
ORD-000940,C-0116,2025-03-19,Website,PayPal,Southwest,2,Books,37.73,15,5.66,30.82,13.94,0,1.23,No,0,32.07,45.99,-13.92
ORD-000941,C-0594,2025-04-01,Website,Credit Card,Midwest,2,Home & Kitchen,261.98,10,26.2,27.78,90.32,0,7.14,No,0,235.78,125.24,110.54
ORD-000942,C-0582,2025-06-25,Social Commerce,Buy Now Pay Later,Southwest,1,Clothing,89.1,25,22.27,6.78,32.55,5.35,2.24,No,0,66.83,46.92,19.91
ORD-000943,C-0012,2025-12-19,Website,Buy Now Pay Later,West Coast,4,Books,293.79,25,73.45,81.18,96.76,0,6.69,Yes,220.34,-0.0,184.63,-184.63
ORD-000944,C-0076,2024-10-16,Social Commerce,PayPal,Southeast,2,Toys,51.66,0,0.0,13.32,17.52,4.13,1.8,No,0,51.66,36.77,14.89
ORD-000945,C-0681,2024-11-28,Mobile App,PayPal,Midwest,1,Toys,39.9,5,2.0,8.92,13.66,0,1.4,No,0,37.9,23.98,13.92
ORD-000946,C-0077,2025-04-02,Mobile App,Buy Now Pay Later,Midwest,1,Home & Kitchen,309.44,5,15.47,23.0,95.1,0,8.83,No,0,293.97,126.93,167.04
ORD-000947,C-0331,2025-06-28,Mobile App,Debit Card,Southwest,3,Clothing,199.91,0,0.0,42.48,81.98,0,6.1,No,0,199.91,130.56,69.35
ORD-000948,C-0549,2025-10-11,Mobile App,Credit Card,Southeast,1,Beauty,24.02,25,6.0,3.98,10.75,0,0.82,No,0,18.02,15.55,2.47
ORD-000949,C-0592,2025-07-17,Website,Credit Card,Midwest,1,Beauty,24.02,10,2.4,3.98,10.75,0,0.93,No,0,21.62,15.66,5.96
ORD-000950,C-0687,2025-09-21,Website,Gift Card,Northeast,1,Toys,10.05,0,0.0,9.18,6.91,0,0.59,Yes,10.05,0.0,16.68,-16.68
ORD-000951,C-0631,2024-12-30,Marketplace,Debit Card,West Coast,1,Toys,14.74,10,1.47,5.58,4.57,1.99,0.68,No,0,13.27,12.82,0.45
ORD-000952,C-0230,2025-03-05,Mobile App,Credit Card,Northeast,1,Clothing,50.16,20,10.03,15.1,23.95,0,1.46,Yes,40.13,-0.0,40.51,-40.51
ORD-000953,C-0435,2025-02-25,Website,PayPal,Southeast,2,Clothing,97.73,25,24.43,17.48,32.33,0,2.43,No,0,73.3,52.24,21.06
ORD-000954,C-0089,2025-09-08,Website,Debit Card,Southeast,1,Beauty,24.02,0,0.0,3.98,10.75,0,1.0,No,0,24.02,15.73,8.29
ORD-000955,C-0472,2024-10-25,Mobile App,Credit Card,West Coast,1,Food & Beverage,28.96,5,1.45,9.02,8.3,0,1.1,No,0,27.51,18.42,9.09
ORD-000956,C-0458,2024-04-14,Website,Credit Card,Southeast,2,Beauty,36.83,15,5.52,19.8,14.82,0,1.21,No,0,31.31,35.83,-4.52
ORD-000957,C-0712,2024-11-27,Social Commerce,Credit Card,Southwest,1,Clothing,95.89,0,0.0,9.34,27.4,7.67,3.08,No,0,95.89,47.49,48.4
ORD-000958,C-0551,2024-10-02,Mobile App,Credit Card,West Coast,1,Sports,34.8,0,0.0,24.6,14.46,0,1.31,No,0,34.8,40.37,-5.57
ORD-000959,C-0201,2025-12-08,Mobile App,PayPal,Southeast,2,Toys,247.18,0,0.0,34.74,76.13,0,7.47,No,0,247.18,118.34,128.84
ORD-000960,C-0462,2025-07-25,Website,PayPal,Midwest,4,Clothing,329.65,0,0.0,44.56,113.49,0,9.86,No,0,329.65,167.91,161.74
ORD-000961,C-0396,2025-09-22,Marketplace,Buy Now Pay Later,Southeast,1,Food & Beverage,54.32,0,0.0,22.68,27.28,8.15,1.88,No,0,54.32,59.99,-5.67
ORD-000962,C-0611,2025-10-10,Website,Debit Card,West Coast,1,Home & Kitchen,115.01,15,17.25,13.18,35.49,0,3.14,No,0,97.76,51.81,45.95
ORD-000963,C-0086,2024-08-21,Social Commerce,Credit Card,Southeast,4,Books,329.37,10,32.94,37.4,121.0,23.71,8.9,Yes,296.43,0.0,191.01,-191.01
ORD-000964,C-0147,2025-12-12,Mobile App,PayPal,Midwest,1,Clothing,37.86,0,0.0,9.02,26.84,0,1.4,No,0,37.86,37.26,0.6
ORD-000965,C-0225,2025-05-26,Marketplace,Credit Card,Northeast,3,Home & Kitchen,123.91,0,0.0,33.76,63.47,18.59,3.89,No,0,123.91,119.71,4.2
ORD-000966,C-0099,2025-02-26,Website,PayPal,Northeast,1,Toys,124.51,0,0.0,5.98,38.53,0,3.91,Yes,124.51,0.0,48.42,-48.42
ORD-000967,C-0561,2025-06-04,Social Commerce,Credit Card,Southwest,4,Electronics,166.54,20,33.31,63.26,72.11,10.66,4.16,No,0,133.23,150.19,-16.96
ORD-000968,C-0306,2025-04-06,Website,Gift Card,Southeast,4,Beauty,266.84,25,66.71,51.1,109.91,0,6.1,No,0,200.13,167.11,33.02
ORD-000969,C-0371,2025-04-16,Website,Credit Card,Southwest,1,Books,6.98,0,0.0,20.76,4.34,0,0.5,No,0,6.98,25.6,-18.62
ORD-000970,C-0705,2025-03-25,Mobile App,Credit Card,West Coast,2,Sports,71.44,0,0.0,16.58,36.6,0,2.37,No,0,71.44,55.55,15.89
ORD-000971,C-0130,2024-11-24,Mobile App,Buy Now Pay Later,West Coast,4,Electronics,224.07,5,11.2,50.06,91.37,0,6.47,No,0,212.87,147.9,64.97
ORD-000972,C-0058,2025-05-04,Website,PayPal,West Coast,1,Sports,121.03,0,0.0,4.78,37.76,0,3.81,No,0,121.03,46.35,74.68
ORD-000973,C-0008,2025-02-10,Mobile App,Debit Card,Southwest,1,Toys,40.89,10,4.09,7.18,11.78,0,1.37,No,0,36.8,20.33,16.47
ORD-000974,C-0304,2025-04-22,Marketplace,Debit Card,Midwest,2,Electronics,531.0,25,132.75,37.7,170.82,59.74,11.85,No,0,398.25,280.11,118.14
ORD-000975,C-0316,2025-07-26,Website,Debit Card,Midwest,3,Books,91.42,0,0.0,35.86,49.98,0,2.95,No,0,91.42,88.79,2.63
ORD-000976,C-0059,2025-09-17,Marketplace,Debit Card,Midwest,2,Electronics,66.66,0,0.0,36.98,43.3,10.0,2.23,No,0,66.66,92.51,-25.85
ORD-000977,C-0061,2025-07-16,Mobile App,Gift Card,Southwest,2,Food & Beverage,108.67,0,0.0,20.04,44.03,0,3.45,No,0,108.67,67.52,41.15
ORD-000978,C-0249,2025-06-05,Marketplace,Buy Now Pay Later,West Coast,3,Sports,209.24,20,41.85,49.42,73.82,25.11,5.15,No,0,167.39,153.5,13.89
ORD-000979,C-0626,2025-03-08,Mobile App,Credit Card,Southeast,2,Clothing,268.27,0,0.0,26.88,120.41,0,8.08,No,0,268.27,155.37,112.9
ORD-000980,C-0158,2024-12-28,Website,Credit Card,Midwest,1,Toys,82.29,0,0.0,13.02,37.65,0,2.69,No,0,82.29,53.36,28.93
ORD-000981,C-0795,2025-03-28,Mobile App,Gift Card,Northeast,2,Electronics,104.71,15,15.71,8.52,31.93,0,2.88,Yes,89.0,0.0,43.33,-43.33
ORD-000982,C-0712,2025-03-08,Marketplace,Buy Now Pay Later,Midwest,2,Sports,125.24,0,0.0,23.56,61.82,18.79,3.93,No,0,125.24,108.1,17.14
ORD-000983,C-0286,2025-02-09,Website,Buy Now Pay Later,West Coast,2,Sports,61.13,20,12.23,18.76,25.22,0,1.72,No,0,48.9,45.7,3.2
ORD-000984,C-0015,2025-08-18,Mobile App,Credit Card,West Coast,1,Books,16.19,0,0.0,14.7,5.89,0,0.77,No,0,16.19,21.36,-5.17
ORD-000985,C-0476,2025-04-10,Mobile App,PayPal,Southwest,3,Food & Beverage,303.06,0,0.0,47.6,99.47,0,9.09,No,0,303.06,156.16,146.9
ORD-000986,C-0323,2025-10-02,Mobile App,Debit Card,Southeast,1,Sports,29.59,0,0.0,4.7,12.42,0,1.16,No,0,29.59,18.28,11.31
ORD-000987,C-0711,2025-05-18,Marketplace,Debit Card,Southwest,2,Sports,58.65,10,5.87,15.56,35.9,7.92,1.83,No,0,52.78,61.21,-8.43
ORD-000988,C-0462,2024-10-01,Marketplace,Credit Card,Midwest,2,Clothing,91.83,5,4.59,39.38,39.33,13.09,2.83,No,0,87.24,94.63,-7.39
ORD-000989,C-0699,2025-06-01,Marketplace,Debit Card,West Coast,1,Electronics,68.98,0,0.0,14.54,25.39,10.35,2.3,No,0,68.98,52.58,16.4
ORD-000990,C-0011,2025-05-24,Website,Credit Card,Northeast,2,Sports,528.27,10,52.83,31.8,176.52,0,14.09,No,0,475.44,222.41,253.03
ORD-000991,C-0472,2025-01-07,Mobile App,Credit Card,Northeast,3,Beauty,74.17,20,14.83,31.54,32.84,0,2.02,No,0,59.34,66.4,-7.06
ORD-000992,C-0283,2024-05-06,Marketplace,Gift Card,Southwest,1,Beauty,63.78,5,3.19,3.9,23.51,9.09,2.06,No,0,60.59,38.56,22.03
ORD-000993,C-0639,2024-12-27,Mobile App,PayPal,West Coast,4,Toys,322.27,10,32.23,36.52,146.07,0,8.71,No,0,290.04,191.3,98.74
ORD-000994,C-0299,2025-06-13,Mobile App,Credit Card,Midwest,2,Sports,208.79,10,20.88,13.96,73.02,0,5.75,No,0,187.91,92.73,95.18
ORD-000995,C-0776,2024-05-24,Website,Credit Card,Northeast,2,Electronics,292.46,0,0.0,30.8,95.22,0,8.78,No,0,292.46,134.8,157.66
ORD-000996,C-0589,2024-12-09,Social Commerce,PayPal,Southwest,2,Home & Kitchen,178.95,0,0.0,18.2,60.52,14.32,5.49,No,0,178.95,98.53,80.42
ORD-000997,C-0791,2025-03-01,Mobile App,Credit Card,Southwest,2,Toys,465.84,15,69.88,55.42,142.57,0,11.78,No,0,395.96,209.77,186.19
ORD-000998,C-0171,2025-07-12,Website,Debit Card,Northeast,2,Beauty,39.71,10,3.97,13.32,15.42,0,1.34,No,0,35.74,30.08,5.66
ORD-000999,C-0231,2024-12-19,Website,Debit Card,Midwest,1,Sports,48.46,10,4.85,13.4,25.94,0,1.56,No,0,43.61,40.9,2.71
ORD-001000,C-0087,2024-06-10,Marketplace,Debit Card,West Coast,2,Sports,116.26,0,0.0,30.18,70.19,17.44,3.67,No,0,116.26,121.48,-5.22
ORD-001001,C-0060,2025-07-08,Mobile App,PayPal,Southwest,1,Food & Beverage,106.92,0,0.0,39.54,31.32,0,3.4,Yes,106.92,0.0,74.26,-74.26
ORD-001002,C-0665,2025-07-03,Social Commerce,Credit Card,Midwest,1,Electronics,43.34,0,0.0,9.58,15.91,3.47,1.56,No,0,43.34,30.52,12.82
ORD-001003,C-0566,2025-05-29,Website,Credit Card,West Coast,2,Clothing,274.86,0,0.0,26.74,86.95,0,8.27,No,0,274.86,121.96,152.9
ORD-001004,C-0594,2025-10-19,Mobile App,Credit Card,West Coast,2,Electronics,77.21,0,0.0,15.0,25.6,0,2.54,No,0,77.21,43.14,34.07
ORD-001005,C-0449,2025-07-29,Mobile App,Debit Card,Northeast,1,Home & Kitchen,54.48,20,10.9,10.94,21.25,0,1.56,No,0,43.58,33.75,9.83
ORD-001006,C-0473,2025-03-16,Website,Gift Card,Southwest,2,Home & Kitchen,264.13,20,52.83,32.78,120.96,0,6.43,No,0,211.3,160.17,51.13
ORD-001007,C-0013,2025-04-07,Mobile App,PayPal,Southwest,4,Clothing,425.26,0,0.0,94.62,202.93,0,12.63,No,0,425.26,310.18,115.08
ORD-001008,C-0377,2025-06-19,Marketplace,PayPal,West Coast,1,Home & Kitchen,149.66,0,0.0,9.56,52.3,22.45,4.64,Yes,149.66,0.0,88.95,-88.95
ORD-001009,C-0468,2024-11-05,Website,Debit Card,Northeast,4,Clothing,347.7,0,0.0,73.84,138.67,0,10.38,No,0,347.7,222.89,124.81
ORD-001010,C-0293,2025-09-07,Marketplace,Credit Card,Southwest,1,Food & Beverage,124.02,5,6.2,33.54,65.52,17.67,3.72,No,0,117.82,120.45,-2.63
ORD-001011,C-0273,2025-02-08,Marketplace,Credit Card,Midwest,1,Books,26.5,5,1.32,5.5,8.06,3.78,1.03,No,0,25.18,18.37,6.81
ORD-001012,C-0075,2025-11-21,Website,Debit Card,Midwest,1,Sports,94.8,5,4.74,23.96,64.78,0,2.91,No,0,90.06,91.65,-1.59
ORD-001013,C-0768,2024-10-06,Mobile App,Debit Card,Southwest,1,Home & Kitchen,51.31,10,5.13,10.06,25.87,0,1.64,No,0,46.18,37.57,8.61
ORD-001014,C-0392,2025-04-08,Website,Buy Now Pay Later,Northeast,2,Toys,238.18,5,11.91,49.84,137.4,0,6.86,No,0,226.27,194.1,32.17
ORD-001015,C-0543,2025-01-31,Marketplace,Credit Card,Northeast,1,Clothing,100.26,0,0.0,8.44,63.28,15.04,3.21,No,0,100.26,89.97,10.29
ORD-001016,C-0208,2024-06-28,Mobile App,Buy Now Pay Later,West Coast,2,Electronics,347.15,5,17.36,39.5,110.14,0,9.86,No,0,329.79,159.5,170.29
ORD-001017,C-0141,2025-03-21,Mobile App,Credit Card,Northeast,1,Food & Beverage,111.44,0,0.0,9.02,36.34,0,3.53,No,0,111.44,48.89,62.55
ORD-001018,C-0701,2024-09-30,Website,Debit Card,West Coast,2,Books,111.99,5,5.6,21.96,32.82,0,3.39,No,0,106.39,58.17,48.22
ORD-001019,C-0639,2024-09-11,Mobile App,PayPal,Midwest,3,Sports,213.74,20,42.75,29.84,87.27,0,5.26,No,0,170.99,122.37,48.62
ORD-001020,C-0473,2025-05-14,Marketplace,Credit Card,Southwest,1,Electronics,35.03,10,3.5,9.98,11.54,4.73,1.21,No,0,31.53,27.46,4.07
ORD-001021,C-0151,2024-09-03,Mobile App,Credit Card,Midwest,1,Books,23.61,0,0.0,8.22,7.31,0,0.98,No,0,23.61,16.51,7.1
ORD-001022,C-0028,2025-01-01,Website,PayPal,Southwest,1,Sports,39.82,0,0.0,5.66,24.86,0,1.45,No,0,39.82,31.97,7.85
ORD-001023,C-0076,2024-04-04,Mobile App,Credit Card,Southwest,4,Home & Kitchen,468.77,5,23.44,58.36,196.12,0,13.21,No,0,445.33,267.69,177.64
ORD-001024,C-0205,2024-12-12,Mobile App,Debit Card,Northeast,3,Clothing,182.15,10,18.21,45.52,77.4,0,5.05,No,0,163.94,127.97,35.97
ORD-001025,C-0471,2025-02-09,Marketplace,PayPal,Southwest,1,Sports,29.16,25,7.29,18.2,8.72,3.28,0.93,No,0,21.87,31.13,-9.26
ORD-001026,C-0546,2025-08-02,Social Commerce,Credit Card,Northeast,3,Toys,218.06,0,0.0,67.08,86.28,17.44,6.62,No,0,218.06,177.42,40.64
ORD-001027,C-0475,2025-06-01,Marketplace,Buy Now Pay Later,West Coast,1,Books,61.22,20,12.24,19.8,18.36,7.35,1.72,No,0,48.98,47.23,1.75
ORD-001028,C-0229,2024-07-25,Website,Credit Card,Midwest,2,Toys,199.67,0,0.0,14.68,71.44,0,6.09,No,0,199.67,92.21,107.46
ORD-001029,C-0022,2024-08-09,Website,PayPal,Northeast,1,Clothing,90.19,20,18.04,13.42,33.04,0,2.39,No,0,72.15,48.85,23.3
ORD-001030,C-0502,2025-06-09,Website,Buy Now Pay Later,Midwest,1,Sports,49.35,20,9.87,8.38,26.77,0,1.44,No,0,39.48,36.59,2.89
ORD-001031,C-0265,2025-01-16,Website,Debit Card,Southeast,1,Food & Beverage,18.44,0,0.0,4.62,5.64,0,0.83,No,0,18.44,11.09,7.35
ORD-001032,C-0368,2025-04-05,Mobile App,Debit Card,Midwest,1,Sports,47.22,10,4.72,5.9,20.9,0,1.53,No,0,42.5,28.33,14.17
ORD-001033,C-0489,2025-05-02,Marketplace,Credit Card,West Coast,2,Home & Kitchen,168.72,15,25.31,28.9,63.97,21.51,4.46,No,0,143.41,118.84,24.57
ORD-001034,C-0337,2025-09-12,Website,Gift Card,Southeast,3,Electronics,519.3,0,0.0,43.02,215.95,0,15.36,No,0,519.3,274.33,244.97
ORD-001035,C-0555,2025-09-06,Mobile App,Credit Card,West Coast,1,Clothing,186.84,20,37.37,31.62,69.96,0,4.63,No,0,149.47,106.21,43.26
ORD-001036,C-0733,2025-08-07,Website,Buy Now Pay Later,West Coast,4,Beauty,268.77,25,67.19,55.02,107.18,0,6.15,No,0,201.58,168.35,33.23
ORD-001037,C-0797,2025-06-04,Website,PayPal,Midwest,1,Electronics,42.25,5,2.11,13.58,22.95,0,1.46,No,0,40.14,37.99,2.15
ORD-001038,C-0005,2025-04-26,Website,Credit Card,Southwest,2,Food & Beverage,298.8,5,14.94,16.42,107.02,0,8.53,No,0,283.86,131.97,151.89
ORD-001039,C-0626,2024-12-01,Website,Gift Card,Southeast,2,Clothing,89.78,20,17.96,26.04,46.83,0,2.38,No,0,71.82,75.25,-3.43
ORD-001040,C-0695,2025-06-22,Marketplace,Buy Now Pay Later,Southeast,2,Food & Beverage,109.98,10,11.0,19.0,43.86,14.85,3.17,Yes,98.98,-0.0,80.88,-80.88
ORD-001041,C-0610,2024-11-21,Marketplace,Credit Card,West Coast,2,Food & Beverage,43.35,10,4.33,26.04,19.53,5.85,1.43,No,0,39.02,52.85,-13.83
ORD-001042,C-0279,2024-10-22,Website,PayPal,Southeast,2,Toys,394.71,10,39.47,23.68,145.31,0,10.6,No,0,355.24,179.59,175.65
ORD-001043,C-0476,2025-03-10,Website,Credit Card,Northeast,2,Beauty,89.81,0,0.0,14.6,51.03,0,2.9,No,0,89.81,68.53,21.28
ORD-001044,C-0367,2024-08-18,Social Commerce,PayPal,Southwest,1,Clothing,47.2,0,0.0,10.94,25.59,3.78,1.67,No,0,47.2,41.98,5.22
ORD-001045,C-0736,2024-06-06,Website,Buy Now Pay Later,West Coast,1,Clothing,40.89,20,8.18,15.1,16.21,0,1.25,No,0,32.71,32.56,0.15
ORD-001046,C-0171,2025-07-01,Mobile App,Buy Now Pay Later,West Coast,1,Books,10.0,0,0.0,6.14,3.35,0,0.59,No,0,10.0,10.08,-0.08
ORD-001047,C-0665,2024-06-22,Website,Credit Card,Northeast,4,Clothing,314.26,0,0.0,72.26,117.47,0,9.41,No,0,314.26,199.14,115.12
ORD-001048,C-0443,2025-09-27,Social Commerce,PayPal,Southeast,2,Beauty,79.11,0,0.0,24.2,41.25,6.33,2.59,No,0,79.11,74.37,4.74
ORD-001049,C-0216,2025-09-12,Mobile App,Credit Card,Southwest,2,Sports,227.36,5,11.37,23.52,90.2,0,6.56,No,0,215.99,120.28,95.71
ORD-001050,C-0589,2024-08-23,Marketplace,Gift Card,Southwest,1,Books,47.22,0,0.0,16.44,14.62,7.08,1.67,No,0,47.22,39.81,7.41
ORD-001051,C-0025,2025-07-09,Marketplace,PayPal,Northeast,2,Sports,63.34,15,9.5,16.52,28.87,8.08,1.86,No,0,53.84,55.33,-1.49
ORD-001052,C-0507,2025-08-20,Website,Credit Card,Southwest,1,Clothing,13.66,0,0.0,10.62,4.69,0,0.7,No,0,13.66,16.01,-2.35
ORD-001053,C-0283,2025-08-30,Marketplace,Debit Card,Southeast,1,Clothing,20.57,0,0.0,7.02,7.36,3.09,0.9,No,0,20.57,18.37,2.2
ORD-001054,C-0310,2024-11-20,Mobile App,PayPal,Southeast,1,Clothing,120.56,5,6.03,28.6,60.42,0,3.62,No,0,114.53,92.64,21.89
ORD-001055,C-0315,2025-04-24,Mobile App,PayPal,Southwest,1,Sports,49.35,15,7.4,8.38,26.77,0,1.52,No,0,41.95,36.67,5.28
ORD-001056,C-0465,2025-03-15,Mobile App,Credit Card,Southwest,1,Sports,11.99,20,2.4,10.3,6.88,0,0.58,No,0,9.59,17.76,-8.17
ORD-001057,C-0113,2025-07-01,Website,Credit Card,Southeast,2,Toys,88.41,10,8.84,27.48,29.0,0,2.61,No,0,79.57,59.09,20.48
ORD-001058,C-0591,2025-07-11,Mobile App,Credit Card,Southeast,1,Electronics,126.75,0,0.0,40.74,68.85,0,3.98,No,0,126.75,113.57,13.18
ORD-001059,C-0215,2024-08-10,Mobile App,PayPal,Southeast,2,Sports,309.24,10,30.92,33.36,133.68,0,8.37,No,0,278.32,175.41,102.91
ORD-001060,C-0328,2024-04-13,Social Commerce,PayPal,Southeast,1,Home & Kitchen,73.72,5,3.69,11.0,39.34,5.6,2.33,No,0,70.03,58.27,11.76
ORD-001061,C-0617,2025-04-24,Website,PayPal,Midwest,1,Electronics,56.08,0,0.0,13.42,29.44,0,1.93,No,0,56.08,44.79,11.29
ORD-001062,C-0452,2024-06-19,Marketplace,PayPal,Southwest,2,Electronics,170.58,15,25.59,36.74,93.55,21.75,4.5,No,0,144.99,156.54,-11.55
ORD-001063,C-0115,2025-05-25,Website,PayPal,West Coast,1,Food & Beverage,66.05,5,3.3,14.86,23.44,0,2.12,No,0,62.75,40.42,22.33
ORD-001064,C-0256,2025-05-21,Marketplace,Credit Card,Southwest,1,Clothing,64.56,10,6.46,4.86,32.67,8.71,1.98,No,0,58.1,48.22,9.88
ORD-001065,C-0017,2025-07-07,Social Commerce,Debit Card,Southwest,2,Books,35.7,0,0.0,28.02,15.99,2.86,1.34,No,0,35.7,48.21,-12.51
